,name,team,age,min,pts,fgm,threepm,ftm,oreb,dreb,reb,ast,stl,blk,gp,wg,lg,winrate,year,dist_miles,dist_off,dist_def,avg_speed,avg_speed_off,avg_speed_def
1879,Bam Adebayo,MIA,20,19.8,6.9,2.5,0.0,1.9,1.7,3.8,5.5,1.5,0.5,0.6,69,34,35,0.4927536231884058,2017,1.36,0.71,0.65,4.12,4.17,4.06
1880,Ben McLemore,MEM,25,19.5,7.5,2.8,1.0,0.9,0.6,1.9,2.5,0.9,0.7,0.3,56,7,49,0.125,2017,1.49,0.8,0.69,4.64,4.97,4.32
1881,Ben Moore,IND,23,4.6,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,2,1,1,0.5,2017,0.38,0.2,0.18,5.18,4.58,5.99
1882,Bismack Biyombo,ORL,25,18.2,5.7,2.2,0.0,1.2,1.8,4.0,5.7,0.8,0.3,1.2,82,25,57,0.3048780487804878,2017,1.27,0.67,0.6,4.2,4.41,3.99
1883,Blake Griffin,DET,29,34.0,21.4,7.5,1.9,4.5,1.3,6.1,7.4,5.8,0.7,0.3,58,28,30,0.4827586206896552,2017,2.15,1.16,1.0,3.83,4.08,3.57
1884,Boban Marjanovic,LAC,29,8.7,6.0,2.0,0.0,2.0,1.2,2.5,3.7,0.6,0.3,0.3,39,18,21,0.4615384615384616,2017,0.6,0.31,0.29,4.17,4.43,3.92
1885,Bobby Portis,CHI,23,22.5,13.2,5.2,1.1,1.6,2.2,4.6,6.8,1.7,0.7,0.3,73,25,48,0.3424657534246575,2017,1.64,0.85,0.79,4.39,4.82,4.0
1886,Bogdan Bogdanovic,SAC,25,27.9,11.8,4.4,1.7,1.3,0.4,2.5,2.9,3.3,0.9,0.2,78,26,52,0.3333333333333333,2017,2.04,1.12,0.92,4.42,4.79,4.05
1887,Bojan Bogdanovic,IND,29,30.8,14.3,5.1,1.9,2.2,0.4,3.0,3.4,1.5,0.7,0.1,80,47,33,0.5875,2017,2.18,1.13,1.05,4.26,4.5,4.03
1888,Bradley Beal,WAS,25,36.3,22.6,8.3,2.4,3.6,0.7,3.7,4.4,4.5,1.2,0.4,82,43,39,0.5243902439024389,2017,2.51,1.34,1.17,4.17,4.43,3.91
1889,Brandan Wright,MEM,30,13.6,5.0,2.1,0.0,0.8,1.2,2.2,3.4,0.5,0.5,0.9,28,11,17,0.3928571428571429,2017,0.93,0.49,0.43,4.09,4.34,3.84
1890,Brandon Ingram,LAL,20,33.5,16.1,6.1,0.7,3.3,1.0,4.4,5.3,3.9,0.8,0.7,59,27,32,0.4576271186440678,2017,2.46,1.32,1.13,4.41,4.91,3.95
1891,Brandon Jennings,MIL,28,14.7,5.2,1.9,0.6,0.7,0.4,1.9,2.2,3.1,0.4,0.3,14,8,6,0.5714285714285714,2017,1.08,0.58,0.51,4.46,4.74,4.18
1892,Brandon Paul,SAS,27,9.0,2.3,0.9,0.2,0.3,0.1,1.0,1.1,0.6,0.4,0.1,64,38,26,0.59375,2017,0.67,0.37,0.31,4.49,4.9,4.08
1893,Briante Weber,MEM,25,13.1,2.8,1.1,0.2,0.4,0.4,1.5,1.9,1.2,1.0,0.3,18,8,10,0.4444444444444444,2017,1.05,0.56,0.49,4.81,5.03,4.53
1894,Brice Johnson,LAC,24,5.4,2.4,1.1,0.0,0.2,0.5,1.2,1.7,0.1,0.5,0.3,18,2,16,0.1111111111111111,2017,0.36,0.19,0.17,4.12,4.65,3.75
1895,Brook Lopez,LAL,30,23.4,13.0,5.0,1.5,1.5,1.0,3.0,4.0,1.7,0.4,1.3,74,34,40,0.4594594594594595,2017,1.58,0.8,0.77,4.13,4.35,3.92
1896,Bruno Caboclo,SAC,22,8.9,2.2,0.8,0.3,0.4,0.6,1.3,1.8,0.3,0.3,0.3,12,4,8,0.3333333333333333,2017,0.68,0.36,0.31,4.58,4.85,4.31
1897,Bryn Forbes,SAS,24,19.0,6.9,2.6,1.1,0.6,0.2,1.2,1.4,1.0,0.4,0.0,80,46,34,0.575,2017,1.4,0.76,0.64,4.43,4.74,4.11
1898,Buddy Hield,SAC,25,25.3,13.5,5.2,2.2,0.9,0.7,3.2,3.8,1.9,1.1,0.3,80,27,53,0.3375,2017,1.95,1.05,0.91,4.66,4.99,4.33
1899,C.J. Williams,LAC,28,18.6,5.5,2.3,0.6,0.3,0.3,1.2,1.5,1.1,0.8,0.3,38,17,21,0.4473684210526316,2017,1.39,0.73,0.66,4.49,4.8,4.19
1900,CJ McCollum,POR,26,36.1,21.4,8.2,2.3,2.6,0.7,3.3,4.0,3.4,1.0,0.4,81,48,33,0.5925925925925926,2017,2.7,1.52,1.18,4.5,4.95,4.03
1901,CJ Miles,TOR,31,19.1,10.0,3.2,2.3,1.2,0.3,1.9,2.2,0.8,0.5,0.3,70,50,20,0.7142857142857143,2017,1.31,0.71,0.6,4.17,4.54,3.79
1902,Caleb Swanigan,POR,21,7.0,2.3,0.9,0.0,0.4,0.6,1.4,2.0,0.5,0.2,0.1,27,16,11,0.5925925925925926,2017,0.5,0.27,0.23,4.3,4.42,4.16
1903,Cameron Payne,CHI,23,23.3,8.8,3.5,1.4,0.5,0.7,2.0,2.8,4.5,1.0,0.4,25,7,18,0.28,2017,1.67,0.89,0.78,4.36,4.88,3.87
1904,Cedi Osman,CLE,23,11.0,3.9,1.5,0.5,0.4,0.3,1.7,2.0,0.7,0.4,0.0,61,35,26,0.5737704918032787,2017,0.82,0.42,0.4,4.49,4.64,4.33
1905,Chandler Parsons,MEM,29,19.2,7.9,3.0,1.4,0.5,0.4,2.1,2.5,1.9,0.5,0.3,36,12,24,0.3333333333333333,2017,1.33,0.73,0.6,4.18,4.53,3.84
1906,Channing Frye,LAL,35,13.1,5.0,2.0,0.7,0.3,0.2,2.3,2.5,0.7,0.3,0.2,53,28,25,0.5283018867924528,2017,0.88,0.46,0.41,4.0,4.36,3.67
1907,Charles Cooke,NOP,23,2.9,0.5,0.2,0.1,0.1,0.0,0.2,0.2,0.1,0.1,0.0,13,8,5,0.6153846153846154,2017,0.21,0.12,0.1,4.41,4.58,4.23
1908,Cheick Diallo,NOP,21,11.2,4.9,2.0,0.0,1.0,0.9,3.2,4.1,0.4,0.2,0.4,52,29,23,0.5576923076923077,2017,0.82,0.44,0.38,4.53,5.01,4.08
1909,Chinanu Onuaku,HOU,21,21.6,4.0,2.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,1,0,1,0.0,2017,1.41,0.72,0.7,3.64,3.9,3.41
1910,Chris Boucher,GSW,25,1.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,0,1.0,2017,0.08,0.05,0.03,4.54,6.51,0.0
1911,Chris McCullough,WAS,23,4.7,2.4,0.9,0.1,0.5,0.4,0.9,1.3,0.2,0.0,0.3,19,11,8,0.5789473684210527,2017,0.36,0.2,0.16,4.64,5.12,4.13
1912,Chris Paul,HOU,33,31.8,18.6,6.3,2.5,3.5,0.6,4.8,5.4,7.9,1.7,0.2,58,50,8,0.8620689655172413,2017,2.04,1.12,0.92,3.86,4.21,3.51
1913,Clint Capela,HOU,24,27.5,13.9,6.0,0.0,1.9,3.3,7.6,10.8,0.9,0.8,1.9,74,62,12,0.8378378378378378,2017,1.93,1.04,0.9,4.23,4.53,3.94
1914,Cody Zeller,CHA,25,19.0,7.1,2.6,0.1,1.8,2.0,3.3,5.4,0.9,0.4,0.6,33,14,19,0.42424242424242425,2017,1.38,0.75,0.63,4.36,4.7,4.04
1915,Cole Aldrich,MIN,29,2.3,0.6,0.2,0.0,0.1,0.1,0.6,0.7,0.1,0.1,0.0,21,14,7,0.6666666666666666,2017,0.16,0.09,0.07,4.17,4.6,3.72
1916,Corey Brewer,OKC,32,16.8,5.3,2.0,0.4,0.9,0.6,1.5,2.1,0.9,1.1,0.2,72,32,40,0.4444444444444444,2017,1.23,0.61,0.62,4.4,4.52,4.29
1917,Courtney Lee,NYK,32,30.4,12.0,4.5,1.5,1.5,0.4,2.6,2.9,2.4,1.1,0.2,76,27,49,0.35526315789473684,2017,2.19,1.16,1.03,4.33,4.48,4.18
1918,Cristiano Felicio,CHI,25,17.8,5.6,2.3,0.0,1.0,1.5,2.7,4.2,1.0,0.3,0.2,55,13,42,0.2363636363636364,2017,1.32,0.68,0.64,4.49,4.77,4.24
1919,D'Angelo Russell,BKN,22,25.7,15.5,5.8,1.9,2.0,0.6,3.3,3.9,5.2,0.8,0.4,48,16,32,0.3333333333333333,2017,1.81,0.99,0.82,4.24,4.52,3.95
1920,D.J. Augustin,ORL,30,23.5,10.2,3.3,1.5,2.2,0.4,1.7,2.1,3.8,0.7,0.0,75,23,52,0.30666666666666664,2017,1.68,0.94,0.74,4.35,4.74,3.94
1921,D.J. Wilson,MIL,22,3.2,1.0,0.4,0.1,0.0,0.1,0.4,0.5,0.1,0.1,0.0,22,12,10,0.5454545454545454,2017,0.24,0.12,0.11,4.4,4.49,4.13
1922,Damian Jones,GSW,23,5.9,1.7,0.7,0.0,0.2,0.3,0.6,0.9,0.1,0.1,0.2,15,7,8,0.4666666666666667,2017,0.42,0.22,0.2,4.35,4.4,4.15
1923,Damian Lillard,POR,27,36.6,26.9,8.5,3.1,6.8,0.8,3.6,4.5,6.6,1.1,0.4,73,44,29,0.6027397260273972,2017,2.53,1.42,1.11,4.16,4.52,3.77
1924,Damien Wilkins,IND,38,8.0,1.7,0.7,0.2,0.2,0.3,0.6,0.8,0.5,0.1,0.1,19,10,9,0.5263157894736842,2017,0.55,0.29,0.26,4.15,4.2,4.01
1925,Damion Lee,ATL,25,27.0,10.7,4.1,1.0,1.5,0.7,4.0,4.7,1.9,1.3,0.1,15,4,11,0.26666666666666666,2017,2.12,1.15,0.97,4.72,4.99,4.43
1926,Damyean Dotson,NYK,24,10.8,4.1,1.6,0.5,0.4,0.2,1.7,1.9,0.7,0.3,0.0,44,11,33,0.25,2017,0.82,0.44,0.38,4.59,4.99,4.24
1927,Daniel Hamilton,OKC,22,4.6,2.0,0.8,0.3,0.0,0.0,0.8,0.8,1.3,0.2,0.0,6,5,1,0.8333333333333334,2017,0.33,0.19,0.15,4.31,4.53,4.08
1928,Daniel Theis,BOS,26,14.9,5.3,2.0,0.3,1.0,1.4,2.9,4.3,0.9,0.5,0.8,63,44,19,0.6984126984126984,2017,1.06,0.56,0.5,4.29,4.45,4.12
1929,Danilo Gallinari,LAC,29,32.0,15.3,4.9,1.7,3.9,0.4,4.4,4.8,2.0,0.6,0.5,21,11,10,0.5238095238095238,2017,2.23,1.22,1.01,4.21,4.58,3.84
1930,Danny Green,SAS,31,25.6,8.6,3.1,1.7,0.7,0.6,3.0,3.6,1.6,0.9,1.1,70,40,30,0.5714285714285714,2017,1.96,1.1,0.87,4.62,4.93,4.28
1931,Dante Cunningham,BKN,31,21.4,5.7,2.2,0.8,0.4,1.1,3.0,4.1,0.7,0.5,0.4,73,34,39,0.4657534246575342,2017,1.65,0.9,0.76,4.64,5.04,4.24
1932,Dante Exum,UTA,22,16.8,8.1,3.0,0.4,1.8,0.3,1.6,1.9,3.1,0.6,0.2,14,10,4,0.7142857142857143,2017,1.3,0.69,0.61,4.7,5.24,4.21
1933,Danuel House Jr.,PHX,25,17.5,6.6,2.4,0.7,1.1,0.6,2.7,3.3,1.1,0.3,0.3,23,6,17,0.2608695652173913,2017,1.33,0.73,0.59,4.56,5.0,4.11
1934,Dario Saric,PHI,24,29.6,14.6,5.2,2.0,2.3,2.0,4.7,6.7,2.6,0.7,0.3,78,49,29,0.6282051282051282,2017,2.18,1.17,1.01,4.43,4.88,4.0
1935,Darius Miller,NOP,28,23.7,7.8,2.6,1.8,0.7,0.2,1.8,2.0,1.4,0.3,0.2,82,48,34,0.5853658536585366,2017,1.59,0.84,0.75,4.05,4.41,3.71
1936,Darrell Arthur,DEN,30,7.4,2.8,1.2,0.4,0.1,0.2,0.6,0.8,0.5,0.4,0.2,19,12,7,0.631578947368421,2017,0.51,0.27,0.23,4.2,4.42,3.96
1937,Darren Collison,IND,30,29.3,12.4,4.6,1.4,1.8,0.5,2.0,2.6,5.3,1.3,0.2,69,39,30,0.5652173913043478,2017,2.08,1.09,0.99,4.29,4.53,4.07
1938,Darrun Hilliard,SAS,25,6.8,1.1,0.4,0.0,0.4,0.0,0.5,0.5,0.8,0.1,0.0,14,8,6,0.5714285714285714,2017,0.49,0.27,0.22,4.3,4.8,3.92
1939,David Nwaba,CHI,25,23.5,7.9,2.9,0.3,1.9,1.3,3.4,4.7,1.5,0.8,0.4,70,26,44,0.37142857142857133,2017,1.82,0.93,0.89,4.65,4.95,4.38
1940,David Stockton,UTA,27,3.1,3.3,0.7,0.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1.0,2017,0.23,0.13,0.1,4.52,4.46,4.61
1941,David West,GSW,37,13.7,6.8,3.0,0.0,0.8,0.9,2.4,3.3,1.9,0.6,1.0,73,52,21,0.7123287671232876,2017,0.87,0.45,0.42,3.83,4.01,3.64
1942,Davis Bertans,SAS,25,14.1,5.9,2.1,1.2,0.5,0.2,1.8,2.0,1.0,0.3,0.4,77,43,34,0.5584415584415584,2017,1.09,0.62,0.47,4.64,5.32,3.97
1943,Davon Reed,PHX,23,11.5,3.0,1.0,0.5,0.4,0.1,1.8,1.9,0.6,0.5,0.1,21,2,19,0.09523809523809523,2017,0.89,0.49,0.4,4.61,5.26,4.04
1944,DeAndre Jordan,LAC,29,31.5,12.0,4.8,0.0,2.4,4.3,10.9,15.2,1.5,0.5,0.9,77,39,38,0.5064935064935064,2017,2.04,1.07,0.97,3.9,4.07,3.73
1945,DeMar DeRozan,TOR,28,33.9,23.0,8.1,1.1,5.8,0.7,3.2,3.9,5.2,1.1,0.3,80,57,23,0.7125,2017,2.39,1.33,1.06,4.24,4.71,3.77
1946,DeMarcus Cousins,NOP,27,36.2,25.2,8.5,2.2,6.1,2.2,10.7,12.9,5.4,1.6,1.6,48,27,21,0.5625,2017,2.17,1.11,1.05,3.6,3.77,3.44
1947,DeMarre Carroll,BKN,31,29.9,13.5,4.5,2.0,2.6,1.4,5.1,6.6,2.0,0.8,0.4,73,25,48,0.3424657534246575,2017,2.04,1.09,0.95,4.11,4.26,3.95
1948,Dejounte Murray,SAS,21,21.5,8.1,3.3,0.1,1.3,1.4,4.3,5.7,2.9,1.2,0.4,81,47,34,0.5802469135802469,2017,1.74,0.96,0.78,4.87,5.27,4.46
1949,Delon Wright,TOR,26,20.8,8.0,2.9,0.8,1.4,0.7,2.2,2.9,2.9,1.0,0.5,69,49,20,0.7101449275362319,2017,1.59,0.85,0.73,4.61,4.97,4.25
1950,Demetrius Jackson,PHI,23,5.3,1.1,0.5,0.1,0.1,0.3,0.5,0.8,0.6,0.3,0.1,15,12,3,0.8,2017,0.42,0.23,0.19,4.71,5.04,4.37
1951,Dennis Smith Jr.,DAL,20,29.7,15.2,5.9,1.5,1.9,0.7,3.0,3.8,5.2,1.0,0.3,69,22,47,0.3188405797101449,2017,2.15,1.2,0.95,4.37,4.72,4.01
1952,Denzel Valentine,CHI,24,27.2,10.2,3.9,1.9,0.5,0.6,4.5,5.1,3.2,0.8,0.1,77,26,51,0.3376623376623377,2017,2.07,1.11,0.96,4.59,5.08,4.12
1953,Derrick Favors,UTA,26,28.0,12.3,5.1,0.2,1.8,2.6,4.6,7.2,1.3,0.7,1.1,77,46,31,0.5974025974025974,2017,2.02,1.1,0.92,4.37,4.58,4.13
1954,Derrick Jones Jr.,MIA,21,12.3,3.1,1.1,0.2,0.8,1.1,0.9,1.9,0.5,0.2,0.7,20,9,11,0.45,2017,0.89,0.47,0.43,4.35,4.44,4.2
1955,Derrick Rose,MIN,29,16.8,8.4,3.2,0.3,1.6,0.5,0.9,1.4,1.5,0.3,0.2,25,15,10,0.6,2017,1.25,0.65,0.61,4.49,4.81,4.18
1956,Derrick Walton Jr.,MIA,23,9.2,1.8,0.5,0.4,0.4,0.1,0.9,1.0,1.0,0.4,0.2,16,8,8,0.5,2017,0.67,0.37,0.3,4.36,4.64,4.05
1957,Derrick White,SAS,23,8.2,3.2,0.9,0.5,0.8,0.3,1.2,1.5,0.5,0.2,0.2,17,7,10,0.4117647058823529,2017,0.63,0.34,0.28,4.54,5.02,4.0
1958,Derrick Williams,LAL,27,4.3,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,2,1,1,0.5,2017,0.29,0.15,0.14,4.3,4.71,3.96
1959,Devin Booker,PHX,21,34.5,24.9,8.4,2.7,5.4,0.5,4.0,4.5,4.7,0.9,0.3,54,16,38,0.2962962962962963,2017,2.46,1.36,1.11,4.3,4.73,3.86
1960,Devin Harris,DEN,35,18.9,8.4,2.6,1.1,2.0,0.2,1.6,1.8,2.1,0.7,0.2,71,33,38,0.4647887323943662,2017,1.3,0.73,0.57,4.19,4.58,3.78
1961,Devin Robinson,WAS,23,13.2,2.0,1.0,0.0,0.0,2.0,3.0,5.0,0.0,1.0,0.0,1,0,1,0.0,2017,0.99,0.55,0.44,4.57,4.16,4.04
1962,Dewayne Dedmon,ATL,28,24.9,10.0,4.0,0.8,1.1,1.6,6.3,7.9,1.5,0.6,0.8,62,18,44,0.2903225806451613,2017,1.77,0.97,0.81,4.29,4.65,3.92
1963,Deyonta Davis,MEM,21,15.2,5.8,2.6,0.0,0.6,1.2,2.8,4.0,0.6,0.2,0.6,62,16,46,0.25806451612903225,2017,1.09,0.58,0.51,4.33,4.61,4.05
1964,Dillon Brooks,MEM,22,28.7,11.0,4.1,1.1,1.5,0.6,2.5,3.1,1.6,0.9,0.2,82,22,60,0.2682926829268293,2017,2.06,1.08,0.98,4.35,4.49,4.2
1965,Dirk Nowitzki,DAL,40,24.7,12.0,4.5,1.8,1.3,0.3,5.4,5.7,1.6,0.6,0.6,77,24,53,0.3116883116883117,2017,1.48,0.81,0.67,3.6,3.8,3.39
1966,Domantas Sabonis,IND,22,24.5,11.6,4.6,0.2,2.3,2.2,5.5,7.7,2.0,0.5,0.4,74,45,29,0.6081081081081081,2017,1.77,0.94,0.83,4.38,4.71,4.06
1967,Donovan Mitchell,UTA,21,33.4,20.5,7.5,2.4,3.0,0.7,3.1,3.7,3.7,1.5,0.3,79,46,33,0.5822784810126582,2017,2.34,1.29,1.05,4.22,4.56,3.87
1968,Dragan Bender,PHX,20,25.2,6.5,2.3,1.4,0.5,0.5,3.9,4.4,1.6,0.3,0.6,82,21,61,0.25609756097560976,2017,1.82,1.01,0.81,4.35,4.86,3.84
1969,Draymond Green,GSW,28,32.7,11.0,4.0,1.1,1.9,1.1,6.6,7.6,7.3,1.4,1.3,70,48,22,0.6857142857142857,2017,2.17,1.12,1.05,4.02,4.44,3.66
1970,Dwight Buycks,DET,29,14.7,7.4,2.8,0.5,1.2,0.4,1.0,1.4,2.0,0.7,0.1,29,10,19,0.3448275862068966,2017,1.1,0.61,0.49,4.5,4.98,4.01
1971,Dwight Howard,CHA,32,30.4,16.6,6.2,0.0,4.1,3.1,9.3,12.5,1.3,0.6,1.6,81,35,46,0.4320987654320987,2017,2.05,1.11,0.94,4.06,4.38,3.73
1972,Dwight Powell,DAL,26,21.2,8.5,3.2,0.4,1.7,1.7,3.9,5.6,1.2,0.8,0.4,79,23,56,0.2911392405063291,2017,1.57,0.86,0.71,4.45,4.77,4.12
1973,Dwyane Wade,MIA,36,22.9,11.4,4.5,0.5,2.0,0.7,3.0,3.8,3.4,0.9,0.7,67,37,30,0.5522388059701493,2017,1.59,0.86,0.73,4.16,4.54,3.79
1974,E'Twaun Moore,NOP,29,31.5,12.5,5.2,1.6,0.6,0.7,2.2,2.9,2.3,1.0,0.1,82,48,34,0.5853658536585366,2017,2.35,1.22,1.13,4.49,4.88,4.13
1975,Ed Davis,POR,29,18.9,5.3,2.2,0.0,0.9,2.3,5.0,7.4,0.5,0.4,0.7,78,48,30,0.6153846153846154,2017,1.35,0.74,0.61,4.3,4.52,4.06
1976,Edmond Sumner,IND,22,2.2,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,2017,0.16,0.08,0.08,5.54,5.93,5.2
1977,Elfrid Payton,PHX,24,28.7,12.7,5.2,0.5,1.7,1.0,3.3,4.3,6.2,1.3,0.3,63,13,50,0.20634920634920634,2017,2.14,1.12,1.02,4.48,4.89,4.11
1978,Emeka Okafor,NOP,35,13.6,4.4,1.8,0.0,0.7,1.8,2.8,4.6,0.3,0.3,1.0,26,16,10,0.6153846153846154,2017,0.95,0.49,0.46,4.17,4.49,3.88
1979,Emmanuel Mudiay,NYK,22,19.4,8.6,3.2,0.7,1.5,0.4,2.0,2.4,3.2,0.6,0.2,64,29,35,0.453125,2017,1.45,0.82,0.63,4.54,5.07,4.0
1980,Enes Kanter,NYK,26,25.8,14.1,5.9,0.0,2.2,3.8,7.1,11.0,1.5,0.5,0.5,71,27,44,0.38028169014084506,2017,1.84,0.97,0.87,4.3,4.45,4.15
1981,Eric Bledsoe,MIL,28,31.4,17.7,6.3,1.7,3.4,0.7,3.1,3.8,5.0,2.0,0.6,74,40,34,0.5405405405405406,2017,2.23,1.16,1.06,4.29,4.69,3.92
1982,Eric Gordon,HOU,29,31.2,18.0,6.0,3.2,2.8,0.4,2.1,2.5,2.2,0.6,0.4,69,55,14,0.7971014492753623,2017,2.04,1.07,0.97,3.94,4.23,3.66
1983,Eric Moreland,DET,26,12.0,2.1,1.0,0.0,0.2,1.2,2.9,4.1,1.2,0.5,0.8,67,32,35,0.4776119402985074,2017,0.88,0.46,0.42,4.43,4.59,4.27
1984,Erik McCree,UTA,24,1.9,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,4,4,0,1.0,2017,0.1,0.05,0.05,3.49,3.84,3.19
1985,Ersan Ilyasova,PHI,31,25.1,10.9,4.0,1.3,1.5,1.7,4.2,5.9,1.3,0.9,0.4,69,36,33,0.5217391304347826,2017,1.8,0.97,0.83,4.31,4.71,3.92
1986,Evan Fournier,ORL,25,32.2,17.8,6.5,2.2,2.6,0.4,2.8,3.2,2.9,0.8,0.3,57,20,37,0.3508771929824561,2017,2.36,1.26,1.1,4.4,4.8,4.02
1987,Evan Turner,POR,29,25.7,8.2,3.3,0.5,1.2,0.4,2.7,3.1,2.2,0.6,0.4,79,48,31,0.6075949367088608,2017,1.8,0.97,0.83,4.21,4.4,4.01
1988,Frank Kaminsky,CHA,25,23.2,11.1,3.9,1.3,2.0,0.6,3.1,3.6,1.6,0.5,0.2,79,35,44,0.4430379746835443,2017,1.67,0.95,0.72,4.33,4.85,3.8
1989,Frank Mason,SAC,24,18.9,7.9,2.8,0.6,1.8,0.6,1.9,2.5,2.8,0.7,0.2,52,17,35,0.3269230769230769,2017,1.3,0.69,0.61,4.16,4.41,3.92
1990,Fred VanVleet,TOR,24,20.0,8.6,3.1,1.4,1.1,0.3,2.1,2.4,3.2,0.9,0.3,76,55,21,0.7236842105263158,2017,1.56,0.83,0.73,4.69,5.09,4.3
1991,Furkan Korkmaz,PHI,20,5.7,1.6,0.6,0.4,0.1,0.1,0.6,0.8,0.3,0.1,0.1,14,11,3,0.7857142857142857,2017,0.44,0.25,0.19,4.68,4.89,4.44
1992,Gary Harris,DEN,23,34.4,17.5,6.6,2.3,2.0,0.6,2.1,2.6,2.9,1.8,0.2,67,37,30,0.5522388059701493,2017,2.38,1.26,1.12,4.23,4.48,3.99
1993,Gary Payton II,LAL,25,9.6,3.0,1.3,0.3,0.1,0.6,1.3,1.9,0.9,0.3,0.1,23,10,13,0.43478260869565216,2017,0.78,0.39,0.39,4.84,5.21,4.52
1994,Georges Niang,UTA,25,3.5,1.0,0.4,0.0,0.1,0.3,0.7,1.0,0.3,0.2,0.0,9,9,0,1.0,2017,0.26,0.14,0.12,4.55,4.73,4.37
1995,Georgios Papagiannis,POR,20,7.2,2.1,1.1,0.0,0.0,0.8,1.4,2.2,0.5,0.2,0.4,17,3,14,0.17647058823529413,2017,0.51,0.27,0.24,4.3,4.7,3.91
1996,Gerald Green,HOU,32,22.7,12.1,4.1,2.7,1.2,0.4,2.9,3.2,0.6,0.6,0.4,41,33,8,0.8048780487804879,2017,1.59,0.83,0.76,4.21,4.35,4.08
1997,Gian Clavell,DAL,24,9.1,2.9,0.9,0.9,0.3,0.1,0.9,1.0,0.4,0.3,0.0,7,0,7,0.0,2017,0.68,0.34,0.33,4.46,4.87,4.1
1998,Giannis Antetokounmpo,MIL,23,36.7,26.9,9.9,0.6,6.5,2.1,8.0,10.0,4.8,1.5,1.4,75,39,36,0.52,2017,2.52,1.33,1.19,4.15,4.61,3.74
1999,Glenn Robinson III,IND,24,14.7,4.1,1.6,0.6,0.4,0.5,1.1,1.6,0.7,0.6,0.0,23,14,9,0.6086956521739131,2017,1.11,0.6,0.51,4.57,4.81,4.31
2000,Gordon Hayward,BOS,28,5.3,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.0,2017,0.42,0.23,0.19,4.62,4.62,4.61
2001,Gorgui Dieng,MIN,28,16.9,5.9,2.4,0.2,1.0,1.3,3.2,4.6,0.9,0.6,0.5,79,45,34,0.569620253164557,2017,1.2,0.65,0.55,4.27,4.45,4.08
2002,Harrison Barnes,DAL,26,34.2,18.9,7.0,1.5,3.4,1.0,5.1,6.1,2.0,0.6,0.2,77,24,53,0.3116883116883117,2017,2.5,1.39,1.11,4.39,4.71,4.05
2003,Hassan Whiteside,MIA,29,25.3,14.0,5.8,0.0,2.4,3.2,8.2,11.4,1.0,0.7,1.7,54,30,24,0.5555555555555556,2017,1.68,0.89,0.79,3.99,4.07,3.92
2004,Henry Ellenson,DET,21,8.7,4.0,1.4,0.5,0.7,0.3,1.9,2.1,0.5,0.1,0.0,38,21,17,0.5526315789473685,2017,0.69,0.39,0.31,4.85,5.55,4.22
2005,Ian Mahinmi,WAS,31,14.9,4.8,1.8,0.0,1.2,1.8,2.3,4.1,0.7,0.5,0.5,77,42,35,0.5454545454545454,2017,1.05,0.55,0.5,4.25,4.43,4.08
2006,Ike Anigbogu,IND,19,2.7,1.2,0.4,0.0,0.5,0.5,0.4,0.8,0.0,0.1,0.3,11,5,6,0.4545454545454545,2017,0.18,0.11,0.08,4.03,4.49,3.93
2007,Iman Shumpert,SAC,28,19.7,4.4,1.6,0.5,0.8,0.5,2.4,2.9,1.2,0.6,0.3,14,9,5,0.6428571428571429,2017,1.48,0.76,0.73,4.55,4.69,4.4
2008,Isaiah Canaan,OKC,27,21.1,8.6,2.6,1.1,2.3,0.3,2.0,2.3,3.8,0.8,0.1,20,9,11,0.45,2017,1.52,0.81,0.71,4.34,4.58,4.12
2009,Isaiah Hicks,NYK,23,13.3,4.4,1.8,0.1,0.7,0.6,1.7,2.3,0.9,0.1,0.2,18,4,14,0.2222222222222222,2017,0.99,0.52,0.47,4.46,4.71,4.17
2010,Isaiah Taylor,ATL,23,17.4,6.6,2.4,0.3,1.5,0.3,1.1,1.4,3.1,0.5,0.1,67,18,49,0.26865671641791045,2017,1.3,0.72,0.59,4.5,4.94,4.06
2011,Isaiah Thomas,LAL,29,26.9,15.2,4.9,1.7,3.7,0.5,1.6,2.1,4.8,0.5,0.1,32,15,17,0.46875,2017,1.84,1.0,0.84,4.25,4.67,3.84
2012,Ish Smith,DET,29,24.9,10.9,4.7,0.4,1.0,0.3,2.4,2.7,4.4,0.8,0.2,82,39,43,0.475609756097561,2017,2.01,1.14,0.87,4.88,5.56,4.21
2013,Ivan Rabb,MEM,21,14.3,5.6,2.4,0.0,0.8,1.5,2.9,4.4,0.9,0.3,0.4,36,6,30,0.16666666666666666,2017,1.03,0.55,0.48,4.36,4.56,4.14
